region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent
Bourgogne-Franche-Comté,2018/04/23,16.5,14.0,15.0,95.0,7.6875,63.0
Bourgogne-Franche-Comté,2018/04/24,20.0,16.0,9.5,78.5,7.5,32.5
Bourgogne-Franche-Comté,2018/04/25,19.0,16.5,22.5,79.0,9.4375,36.0
Bourgogne-Franche-Comté,2018/04/26,14.0,11.0,12.5,74.0,8.9375,42.0
Bourgogne-Franche-Comté,2018/04/27,19.5,14.0,16.0,63.0,10.0,13.0
Bourgogne-Franche-Comté,2018/04/28,14.5,11.0,11.5,83.5,8.3125,46.5
Bourgogne-Franche-Comté,2018/04/29,21.0,17.0,13.5,80.5,7.8125,46.0
Bourgogne-Franche-Comté,2018/04/30,13.0,12.0,33.0,68.5,9.4375,44.5
Bretagne,2018/04/01,9.0,7.0,19.0,93.0,9.0,70.0
Bretagne,2018/04/02,13.0,9.0,26.0,94.0,8.0,81.0
Bretagne,2018/04/03,13.0,10.0,27.0,88.0,10.0,57.0
Bretagne,2018/04/04,13.0,10.0,37.0,87.0,9.875,59.0
Bretagne,2018/04/05,12.0,9.0,15.0,84.0,10.0,35.0
Bretagne,2018/04/06,18.0,10.0,23.0,88.0,10.0,37.0
Bretagne,2018/04/07,14.0,11.0,16.0,96.0,8.75,70.0
Bretagne,2018/04/08,11.0,10.0,14.0,96.0,6.125,96.0
Bretagne,2018/04/09,14.0,11.0,9.0,94.0,6.125,98.0
Bretagne,2018/04/10,13.0,11.0,11.0,86.0,7.5,65.0
Bretagne,2018/04/11,15.0,11.0,15.0,87.0,9.0,46.0
Bretagne,2018/04/12,16.0,12.0,11.0,87.0,10.0,87.0
Bretagne,2018/04/13,16.0,11.0,9.0,88.0,6.25,67.0
Bretagne,2018/04/14,16.0,13.0,15.0,89.0,6.625,48.0
Bretagne,2018/04/15,15.0,10.0,30.0,95.0,9.0,50.0
Bretagne,2018/04/16,14.0,11.0,22.0,84.0,7.0,56.0
Bretagne,2018/04/17,19.0,13.0,23.0,82.0,10.0,8.0
Bretagne,2018/04/18,24.0,16.0,23.0,84.0,10.0,2.0
Bretagne,2018/04/19,24.0,19.0,8.0,82.0,10.0,4.0
Bretagne,2018/04/20,25.0,20.0,8.0,80.0,9.0,6.0
Bretagne,2018/04/21,25.0,20.0,17.0,82.0,9.75,18.0
Bretagne,2018/04/22,22.0,16.0,22.0,82.0,10.0,13.0
Bretagne,2018/04/23,15.0,13.0,6.0,83.0,6.75,69.0
Bretagne,2018/04/24,17.0,13.0,19.0,81.0,7.0,20.0
Bretagne,2018/04/25,14.0,12.0,20.0,81.0,10.0,59.0
Bretagne,2018/04/26,14.0,11.0,13.0,80.0,8.0,46.0
Bretagne,2018/04/27,13.0,11.0,36.0,86.0,10.0,62.0
Bretagne,2018/04/28,14.0,11.0,11.0,81.0,8.75,42.0
Bretagne,2018/04/29,11.0,7.0,26.0,94.0,9.5,78.0
Bretagne,2018/04/30,10.0,7.0,24.0,90.0,9.75,91.0
Centre-Val de Loire,2018/04/01,11.0,8.0,15.0,75.0,10.0,71.0
Centre-Val de Loire,2018/04/02,17.0,10.0,21.0,59.0,10.0,87.0
Centre-Val de Loire,2018/04/03,16.0,12.0,29.0,85.0,8.875,52.0
Centre-Val de Loire,2018/04/04,14.0,11.0,28.0,80.0,10.0,83.0
Centre-Val de Loire,2018/04/05,10.0,9.0,17.0,67.0,10.0,78.0
Centre-Val de Loire,2018/04/06,20.0,12.0,18.0,64.0,10.0,9.0
Centre-Val de Loire,2018/04/07,19.0,14.0,16.0,65.0,9.875,53.0
Centre-Val de Loire,2018/04/08,20.0,16.0,12.0,64.0,8.0,62.0
Centre-Val de Loire,2018/04/09,13.0,12.0,10.0,90.0,8.875,90.0
Centre-Val de Loire,2018/04/10,15.0,12.0,21.0,79.0,7.75,45.0
Centre-Val de Loire,2018/04/11,17.0,13.0,16.0,66.0,10.0,38.0
Centre-Val de Loire,2018/04/12,12.0,11.0,6.0,85.0,9.0,93.0
Centre-Val de Loire,2018/04/13,16.0,12.0,10.0,78.0,6.875,49.0
Centre-Val de Loire,2018/04/14,16.0,13.0,15.0,81.0,9.875,50.0
Centre-Val de Loire,2018/04/15,17.0,14.0,14.0,80.0,7.0,37.0
Centre-Val de Loire,2018/04/16,15.0,13.0,7.0,69.0,8.0,57.0
Centre-Val de Loire,2018/04/17,21.0,15.0,10.0,66.0,10.0,8.0
Centre-Val de Loire,2018/04/18,25.0,19.0,18.0,67.0,10.0,3.0
Centre-Val de Loire,2018/04/19,26.0,21.0,13.0,53.0,10.0,5.0
Centre-Val de Loire,2018/04/20,27.0,23.0,10.0,58.0,10.0,14.0
Centre-Val de Loire,2018/04/21,27.0,22.0,10.0,61.0,10.0,14.0
Centre-Val de Loire,2018/04/22,25.0,20.0,19.0,75.0,10.0,28.0
Centre-Val de Loire,2018/04/23,16.0,12.0,11.0,74.0,9.0,70.0
Centre-Val de Loire,2018/04/24,20.0,15.0,14.0,66.0,9.0,14.0
Centre-Val de Loire,2018/04/25,16.0,12.0,21.0,91.0,8.0,60.0
Centre-Val de Loire,2018/04/26,14.0,12.0,14.0,63.0,10.0,34.0
Centre-Val de Loire,2018/04/27,18.0,14.0,32.0,64.0,10.0,32.0
Centre-Val de Loire,2018/04/28,14.0,13.0,14.0,70.0,9.0,43.0
Centre-Val de Loire,2018/04/29,12.0,9.0,18.0,95.0,7.25,99.0
Centre-Val de Loire,2018/04/30,9.0,7.0,25.0,90.0,8.75,90.0
Corse,2018/04/01,11.0,9.0,22.0,62.0,10.0,9.0
Corse,2018/04/02,14.0,13.0,8.0,61.0,10.0,16.0
Corse,2018/04/03,18.0,15.0,10.0,69.0,9.875,48.0
Corse,2018/04/04,15.0,13.0,9.0,87.0,8.875,48.0
Corse,2018/04/05,14.0,13.0,13.0,64.0,10.0,4.0
Corse,2018/04/06,16.0,15.0,5.0,61.0,10.0,16.0
Corse,2018/04/07,17.0,16.0,7.0,52.0,10.0,26.0
Corse,2018/04/08,16.0,15.0,26.0,56.0,9.875,29.0
Corse,2018/04/09,13.0,11.0,13.0,86.0,9.5,52.0
Corse,2018/04/10,11.0,9.0,18.0,93.0,9.5,53.0
Corse,2018/04/11,13.0,11.0,19.0,91.0,9.75,48.0
Corse,2018/04/12,12.0,10.0,22.0,88.0,9.875,35.0
Corse,2018/04/13,14.0,12.0,9.0,68.0,10.0,23.0
Corse,2018/04/14,19.0,17.0,9.0,52.0,10.0,46.0
Corse,2018/04/15,19.0,16.0,17.0,62.0,8.75,55.0
Corse,2018/04/16,16.0,15.0,15.0,70.0,10.0,19.0
Corse,2018/04/17,16.0,10.0,9.0,80.0,9.5,14.0
Corse,2018/04/18,18.0,17.0,6.0,62.0,10.0,16.0
Corse,2018/04/19,19.0,18.0,9.0,64.0,10.0,16.0
Corse,2018/04/20,20.0,19.0,8.0,57.0,10.0,8.0
Corse,2018/04/21,20.0,19.0,12.0,58.0,10.0,5.0
Corse,2018/04/22,20.0,19.0,9.0,59.0,10.0,5.0
Corse,2018/04/23,20.0,19.0,11.0,52.0,10.0,4.0
Corse,2018/04/24,19.0,14.0,11.0,59.0,10.0,11.0
Corse,2018/04/25,22.0,20.0,10.0,61.0,10.0,1.0
Corse,2018/04/26,20.0,19.0,12.0,64.0,10.0,26.0
Corse,2018/04/27,20.0,19.0,6.0,74.0,9.875,9.0
Corse,2018/04/28,19.0,17.0,8.0,78.0,9.375,27.0
Corse,2018/04/29,19.0,18.0,18.0,66.0,10.0,16.0
Corse,2018/04/30,16.0,15.0,14.0,57.0,10.0,14.0
Grand Est,2018/04/01,8.5,6.5,27.0,82.5,9.375,71.0
Grand Est,2018/04/02,13.0,9.0,14.5,64.0,9.0,67.5
Grand Est,2018/04/03,17.0,13.5,21.0,59.0,9.4375,54.5
Grand Est,2018/04/04,12.5,9.5,22.0,86.5,8.9375,66.5
Grand Est,2018/04/05,9.0,4.5,25.5,80.5,10.0,65.0
Grand Est,2018/04/06,16.0,9.5,17.0,67.0,10.0,9.0
Grand Est,2018/04/07,21.0,15.0,11.0,58.5,10.0,7.5
Grand Est,2018/04/08,22.5,17.0,14.0,58.0,10.0,34.5
Grand Est,2018/04/09,17.0,15.5,13.5,77.5,9.5,59.0
Grand Est,2018/04/10,12.0,9.0,14.5,88.0,7.75,74.5
Grand Est,2018/04/11,16.5,12.5,15.5,64.0,10.0,9.5
Grand Est,2018/04/12,17.5,12.5,12.5,77.5,9.9375,44.0
Grand Est,2018/04/13,13.0,11.0,17.5,83.0,9.75,40.0
Grand Est,2018/04/14,18.0,15.0,10.0,63.5,10.0,37.5
Grand Est,2018/04/15,17.5,14.5,6.5,76.5,8.375,56.5
Grand Est,2018/04/16,17.0,15.0,12.0,76.0,9.875,33.5
Grand Est,2018/04/17,20.0,16.0,5.5,64.5,10.0,10.0
Grand Est,2018/04/18,22.5,19.0,17.5,60.5,10.0,3.5
Grand Est,2018/04/19,24.5,19.0,7.5,55.5,10.0,1.0
Grand Est,2018/04/20,25.0,21.0,5.5,52.0,10.0,4.0
Grand Est,2018/04/21,25.5,21.0,6.5,55.0,10.0,5.5
Grand Est,2018/04/22,25.5,21.5,15.5,61.0,10.0,8.5
Grand Est,2018/04/23,18.5,13.5,17.5,81.0,9.6875,48.5
Grand Est,2018/04/24,18.5,15.0,12.0,73.5,9.0,42.5
Grand Est,2018/04/25,17.5,16.0,25.0,74.5,9.875,39.5
Grand Est,2018/04/26,14.0,11.0,20.5,64.5,10.0,22.5
Grand Est,2018/04/27,19.5,13.0,14.5,59.5,10.0,24.5
Grand Est,2018/04/28,16.0,13.0,10.0,74.5,9.9375,41.0
Grand Est,2018/04/29,22.5,17.0,13.0,71.5,9.1875,34.5
Grand Est,2018/04/30,14.0,11.5,33.0,70.0,9.4375,59.0
Hauts-de-France,2018/04/01,9.0,6.0,16.0,80.0,9.0,92.0
Hauts-de-France,2018/04/02,13.5,9.0,25.0,81.5,8.625,91.5
Hauts-de-France,2018/04/03,12.5,9.5,27.0,87.5,9.5,62.0
Hauts-de-France,2018/04/04,13.5,10.0,30.5,84.0,10.0,48.0
Hauts-de-France,2018/04/05,9.5,6.0,20.0,79.0,10.0,65.0
Hauts-de-France,2018/04/06,16.0,9.0,28.5,79.0,10.0,15.5
Hauts-de-France,2018/04/07,19.0,13.0,18.5,83.5,10.0,48.5
Hauts-de-France,2018/04/08,21.0,13.5,11.0,79.0,8.5,43.0
Hauts-de-France,2018/04/09,14.5,11.0,9.0,90.0,7.375,80.0
Hauts-de-France,2018/04/10,16.5,10.5,22.0,83.0,6.75,62.0
Hauts-de-France,2018/04/11,17.0,11.0,12.5,76.5,9.0,11.5
Hauts-de-France,2018/04/12,15.0,11.0,15.0,89.0,8.125,76.0
Hauts-de-France,2018/04/13,15.0,10.0,10.5,88.0,6.875,75.0
Hauts-de-France,2018/04/14,16.0,12.0,10.5,83.5,10.0,47.0
Hauts-de-France,2018/04/15,15.5,12.0,17.0,87.0,7.375,45.5
Hauts-de-France,2018/04/16,14.0,10.0,12.0,79.0,8.5,41.5
Hauts-de-France,2018/04/17,19.0,13.5,19.0,74.5,10.0,13.5
Hauts-de-France,2018/04/18,23.5,16.5,16.5,69.0,10.0,3.0
Hauts-de-France,2018/04/19,25.0,18.0,13.5,69.5,10.0,0.5
Hauts-de-France,2018/04/20,25.5,18.0,12.0,71.5,10.0,10.5
Hauts-de-France,2018/04/21,24.0,17.5,10.0,67.5,10.0,8.0
Hauts-de-France,2018/04/22,24.0,16.0,23.0,78.5,9.875,17.0
Hauts-de-France,2018/04/23,15.0,11.0,21.0,82.0,10.0,29.5
Hauts-de-France,2018/04/24,15.5,10.0,16.0,89.0,9.0,71.5
Hauts-de-France,2018/04/25,14.0,10.0,30.5,78.5,10.0,52.5
Hauts-de-France,2018/04/26,13.0,9.5,25.5,75.5,10.0,20.5
Hauts-de-France,2018/04/27,16.0,11.0,23.0,76.0,9.9375,40.5
Hauts-de-France,2018/04/28,14.0,9.5,20.5,86.5,9.9375,63.5
Hauts-de-France,2018/04/29,10.0,8.5,26.0,92.5,8.625,94.0
Hauts-de-France,2018/04/30,9.5,7.0,29.5,87.5,8.4375,100.0
Normandie,2018/04/01,10.0,8.0,13.0,77.0,9.625,84.0
Normandie,2018/04/02,12.0,10.0,27.0,87.0,8.875,93.0
Normandie,2018/04/03,11.0,10.0,28.0,89.0,10.0,58.0
Normandie,2018/04/04,11.0,10.0,37.0,80.0,10.0,62.0
Normandie,2018/04/05,10.0,8.0,15.0,69.0,10.0,58.0
Normandie,2018/04/06,17.0,11.0,31.0,74.0,10.0,38.0
Normandie,2018/04/07,14.0,13.0,27.0,84.0,7.875,64.0
Normandie,2018/04/08,13.0,11.0,13.0,95.0,6.625,81.0
Normandie,2018/04/09,13.0,12.0,13.0,86.0,9.75,66.0
Normandie,2018/04/10,12.0,11.0,16.0,89.0,9.875,67.0
Normandie,2018/04/11,14.0,11.0,16.0,84.0,9.875,28.0
Normandie,2018/04/12,11.0,8.0,17.0,89.0,9.0,86.0
Normandie,2018/04/13,12.0,11.0,5.0,83.0,8.0,74.0
Normandie,2018/04/14,14.0,12.0,10.0,84.0,9.5,58.0
Normandie,2018/04/15,13.0,10.0,25.0,92.0,9.375,49.0
Normandie,2018/04/16,13.0,11.0,16.0,76.0,10.0,63.0
Normandie,2018/04/17,18.0,13.0,23.0,71.0,10.0,17.0
Normandie,2018/04/18,21.0,16.0,21.0,74.0,10.0,3.0
Normandie,2018/04/19,21.0,18.0,8.0,76.0,10.0,1.0
Normandie,2018/04/20,20.0,18.0,12.0,74.0,10.0,4.0
Normandie,2018/04/21,23.0,19.0,15.0,72.0,10.0,19.0
Normandie,2018/04/22,20.0,18.0,19.0,75.0,9.75,15.0
Normandie,2018/04/23,14.0,12.0,17.0,79.0,10.0,44.0
Normandie,2018/04/24,17.0,13.0,15.0,80.0,10.0,57.0
Normandie,2018/04/25,13.0,11.0,28.0,80.0,10.0,51.0
Normandie,2018/04/26,13.0,11.0,22.0,73.0,10.0,36.0
Normandie,2018/04/27,13.0,12.0,30.0,81.0,10.0,51.0
Normandie,2018/04/28,12.0,11.0,18.0,82.0,10.0,62.0
Normandie,2018/04/29,9.0,8.0,30.0,92.0,9.75,81.0
Normandie,2018/04/30,7.0,6.0,35.0,92.0,8.875,99.0
Nouvelle-Aquitaine,2018/04/01,13.333333333333334,8.666666666666666,13.0,77.0,8.75,60.0
Nouvelle-Aquitaine,2018/04/02,16.0,12.333333333333334,20.0,75.66666666666667,9.458333333333334,76.0
Nouvelle-Aquitaine,2018/04/03,15.666666666666666,12.333333333333334,24.0,82.0,9.708333333333334,55.0
Nouvelle-Aquitaine,2018/04/04,13.333333333333334,9.333333333333334,32.666666666666664,84.0,8.5,56.666666666666664
Nouvelle-Aquitaine,2018/04/05,14.666666666666666,10.333333333333334,9.0,70.0,9.541666666666666,45.333333333333336
Nouvelle-Aquitaine,2018/04/06,20.666666666666668,14.0,18.0,71.0,10.0,16.0
Nouvelle-Aquitaine,2018/04/07,16.333333333333332,13.0,16.333333333333332,83.0,9.458333333333334,63.666666666666664
Nouvelle-Aquitaine,2018/04/08,14.333333333333334,11.0,14.333333333333334,92.33333333333333,7.5,79.0
Nouvelle-Aquitaine,2018/04/09,14.0,10.666666666666666,14.333333333333334,93.66666666666667,5.875,84.0
Nouvelle-Aquitaine,2018/04/10,12.0,8.666666666666666,16.0,86.33333333333333,8.041666666666666,81.0
Nouvelle-Aquitaine,2018/04/11,12.666666666666666,10.666666666666666,18.333333333333332,85.33333333333333,8.666666666666666,79.33333333333333
Nouvelle-Aquitaine,2018/04/12,14.0,10.0,9.0,86.66666666666667,7.625,70.0
Nouvelle-Aquitaine,2018/04/13,16.333333333333332,12.333333333333334,10.333333333333334,82.33333333333333,8.791666666666666,58.333333333333336
Nouvelle-Aquitaine,2018/04/14,15.666666666666666,12.333333333333334,12.0,88.33333333333333,7.0,57.0
Nouvelle-Aquitaine,2018/04/15,16.666666666666668,12.666666666666666,15.666666666666666,81.66666666666667,8.041666666666666,42.0
Nouvelle-Aquitaine,2018/04/16,16.0,12.666666666666666,9.333333333333334,76.66666666666667,8.916666666666666,39.666666666666664
Nouvelle-Aquitaine,2018/04/17,21.333333333333332,15.666666666666666,9.666666666666666,71.33333333333333,9.25,8.666666666666666
Nouvelle-Aquitaine,2018/04/18,25.0,18.333333333333332,13.333333333333334,71.0,10.0,3.3333333333333335
Nouvelle-Aquitaine,2018/04/19,24.666666666666668,19.0,15.666666666666666,67.66666666666667,10.0,4.333333333333333
Nouvelle-Aquitaine,2018/04/20,24.333333333333332,19.0,12.333333333333334,65.0,9.875,13.333333333333334
Nouvelle-Aquitaine,2018/04/21,24.666666666666668,19.0,8.666666666666666,67.0,10.0,10.666666666666666
Nouvelle-Aquitaine,2018/04/22,22.666666666666668,19.333333333333332,14.0,68.33333333333333,10.0,28.333333333333332
Nouvelle-Aquitaine,2018/04/23,19.333333333333332,16.333333333333332,10.666666666666666,77.0,8.75,39.666666666666664
Nouvelle-Aquitaine,2018/04/24,20.333333333333332,16.333333333333332,8.333333333333334,73.66666666666667,8.833333333333334,25.333333333333332
Nouvelle-Aquitaine,2018/04/25,16.0,13.666666666666666,17.666666666666668,83.33333333333333,8.541666666666666,47.666666666666664
Nouvelle-Aquitaine,2018/04/26,16.333333333333332,13.0,9.666666666666666,67.66666666666667,9.166666666666666,25.0
Nouvelle-Aquitaine,2018/04/27,15.666666666666666,11.0,24.0,73.33333333333333,9.666666666666666,34.666666666666664
Nouvelle-Aquitaine,2018/04/28,13.0,9.666666666666666,7.666666666666667,87.0,8.875,64.0
Nouvelle-Aquitaine,2018/04/29,12.333333333333334,10.0,12.666666666666666,94.0,7.041666666666667,88.33333333333333
Nouvelle-Aquitaine,2018/04/30,11.666666666666666,9.333333333333334,17.333333333333332,86.33333333333333,9.166666666666666,69.0
Occitanie,2018/04/01,14.5,10.0,18.5,66.0,10.0,14.5
Occitanie,2018/04/02,15.0,12.0,31.0,76.0,10.0,52.5
Occitanie,2018/04/03,16.0,13.0,33.0,88.0,10.0,46.0
Occitanie,2018/04/04,16.5,13.0,25.5,85.5,8.875,44.0
Occitanie,2018/04/05,16.0,12.5,17.5,66.0,10.0,26.0
Occitanie,2018/04/06,16.0,13.0,31.0,77.0,10.0,17.0
Occitanie,2018/04/07,17.0,14.0,40.5,70.0,10.0,46.0
Occitanie,2018/04/08,13.5,12.0,24.0,85.5,8.5625,73.5
Occitanie,2018/04/09,15.0,12.0,18.0,85.5,8.6875,67.0
Occitanie,2018/04/10,14.0,11.5,30.5,76.5,9.3125,55.0
Occitanie,2018/04/11,12.0,10.0,37.0,86.0,9.125,76.5
Occitanie,2018/04/12,13.0,9.5,17.5,81.5,9.9375,71.5
Occitanie,2018/04/13,15.5,12.0,28.0,85.0,9.75,53.0
Occitanie,2018/04/14,15.0,13.0,14.0,83.0,8.625,72.0
Occitanie,2018/04/15,19.5,15.0,16.0,74.0,10.0,28.5
Occitanie,2018/04/16,16.5,13.5,16.5,77.5,9.9375,50.0
Occitanie,2018/04/17,20.5,16.0,11.5,70.0,10.0,4.5
Occitanie,2018/04/18,21.5,18.0,20.5,72.0,10.0,3.5
Occitanie,2018/04/19,21.5,17.5,21.5,61.5,10.0,5.5
Occitanie,2018/04/20,22.5,18.5,17.0,64.0,10.0,4.0
Occitanie,2018/04/21,23.0,18.5,14.5,64.0,10.0,7.0
Occitanie,2018/04/22,21.5,17.5,11.5,68.5,9.9375,27.0
Occitanie,2018/04/23,20.0,17.5,8.0,82.0,9.3125,38.0
Occitanie,2018/04/24,23.0,18.0,13.0,72.5,10.0,17.0
Occitanie,2018/04/25,19.5,16.0,20.0,80.0,10.0,37.0
Occitanie,2018/04/26,19.5,15.0,17.5,60.5,10.0,9.0
Occitanie,2018/04/27,18.0,15.5,18.5,74.5,10.0,23.5
Occitanie,2018/04/28,18.5,15.0,14.0,78.5,9.9375,40.0
Occitanie,2018/04/29,14.5,13.0,29.5,90.5,8.375,56.5
Occitanie,2018/04/30,15.0,11.5,18.0,74.0,9.875,52.5
Pays de la Loire,2018/04/01,11.0,8.0,21.0,82.0,10.0,53.0
Pays de la Loire,2018/04/02,15.0,10.0,21.0,93.0,7.625,78.0
Pays de la Loire,2018/04/03,14.0,10.0,30.0,95.0,8.5,66.0
Pays de la Loire,2018/04/04,13.0,11.0,39.0,91.0,10.0,54.0
Pays de la Loire,2018/04/05,12.0,10.0,12.0,68.0,10.0,47.0
Pays de la Loire,2018/04/06,18.0,12.0,22.0,78.0,10.0,42.0
Pays de la Loire,2018/04/07,13.0,12.0,14.0,94.0,8.5,69.0
Pays de la Loire,2018/04/08,12.0,11.0,10.0,95.0,4.875,97.0
Pays de la Loire,2018/04/09,14.0,10.0,8.0,95.0,3.0,100.0
Pays de la Loire,2018/04/10,13.0,11.0,13.0,87.0,7.125,79.0
Pays de la Loire,2018/04/11,15.0,12.0,14.0,87.0,7.875,60.0
Pays de la Loire,2018/04/12,17.0,13.0,6.0,84.0,9.25,73.0
Pays de la Loire,2018/04/13,16.0,13.0,8.0,83.0,8.875,51.0
Pays de la Loire,2018/04/14,16.0,14.0,17.0,86.0,7.875,49.0
Pays de la Loire,2018/04/15,15.0,12.0,29.0,94.0,6.375,46.0
Pays de la Loire,2018/04/16,14.0,13.0,18.0,72.0,9.0,46.0
Pays de la Loire,2018/04/17,19.0,14.0,18.0,80.0,10.0,7.0
Pays de la Loire,2018/04/18,24.0,17.0,21.0,77.0,10.0,2.0
Pays de la Loire,2018/04/19,23.0,18.0,12.0,76.0,10.0,1.0
Pays de la Loire,2018/04/20,25.0,21.0,9.0,68.0,10.0,5.0
Pays de la Loire,2018/04/21,24.0,20.0,12.0,79.0,9.875,11.0
Pays de la Loire,2018/04/22,21.0,19.0,21.0,78.0,10.0,16.0
Pays de la Loire,2018/04/23,16.0,14.0,8.0,86.0,7.0,47.0
Pays de la Loire,2018/04/24,16.0,14.0,17.0,74.0,10.0,9.0
Pays de la Loire,2018/04/25,15.0,13.0,27.0,90.0,9.0,38.0
Pays de la Loire,2018/04/26,15.0,12.0,15.0,72.0,10.0,29.0
Pays de la Loire,2018/04/27,14.0,13.0,38.0,85.0,10.0,73.0
Pays de la Loire,2018/04/28,14.0,12.0,10.0,74.0,9.875,36.0
Pays de la Loire,2018/04/29,10.0,7.0,23.0,93.0,9.0,85.0
Pays de la Loire,2018/04/30,10.0,9.0,20.0,87.0,9.0,95.0
Provence-Alpes-Côte d'Azur,2018/04/01,14.0,11.0,35.0,50.0,10.0,5.0
Provence-Alpes-Côte d'Azur,2018/04/02,15.0,14.0,30.0,55.0,10.0,55.0
Provence-Alpes-Côte d'Azur,2018/04/03,17.0,15.0,46.0,61.0,10.0,67.0
Provence-Alpes-Côte d'Azur,2018/04/04,16.0,14.0,33.0,82.0,9.875,36.0
Provence-Alpes-Côte d'Azur,2018/04/05,17.0,14.0,32.0,53.0,10.0,14.0
Provence-Alpes-Côte d'Azur,2018/04/06,17.0,15.0,23.0,60.0,10.0,19.0
Provence-Alpes-Côte d'Azur,2018/04/07,19.0,17.0,40.0,49.0,10.0,42.0
Provence-Alpes-Côte d'Azur,2018/04/08,19.0,16.0,53.0,51.0,9.75,53.0
Provence-Alpes-Côte d'Azur,2018/04/09,15.0,13.0,21.0,76.0,9.375,56.0
Provence-Alpes-Côte d'Azur,2018/04/10,15.0,14.0,29.0,58.0,9.625,34.0
Provence-Alpes-Côte d'Azur,2018/04/11,13.0,12.0,54.0,79.0,8.375,94.0
Provence-Alpes-Côte d'Azur,2018/04/12,13.0,11.0,18.0,83.0,9.125,79.0
Provence-Alpes-Côte d'Azur,2018/04/13,16.0,14.0,26.0,68.0,9.375,48.0
Provence-Alpes-Côte d'Azur,2018/04/14,19.0,15.0,18.0,57.0,9.875,54.0
Provence-Alpes-Côte d'Azur,2018/04/15,20.0,17.0,22.0,60.0,10.0,13.0
Provence-Alpes-Côte d'Azur,2018/04/16,20.0,17.0,23.0,60.0,10.0,21.0
Provence-Alpes-Côte d'Azur,2018/04/17,22.0,19.0,10.0,58.0,10.0,5.0
Provence-Alpes-Côte d'Azur,2018/04/18,22.0,20.0,15.0,54.0,10.0,14.0
Provence-Alpes-Côte d'Azur,2018/04/19,22.0,20.0,11.0,48.0,10.0,6.0
Provence-Alpes-Côte d'Azur,2018/04/20,23.0,21.0,9.0,53.0,10.0,5.0
Provence-Alpes-Côte d'Azur,2018/04/21,23.0,22.0,13.0,46.0,10.0,4.0
Provence-Alpes-Côte d'Azur,2018/04/22,22.0,21.0,14.0,48.0,10.0,6.0
Provence-Alpes-Côte d'Azur,2018/04/23,21.0,20.0,12.0,56.0,10.0,34.0
Provence-Alpes-Côte d'Azur,2018/04/24,24.0,21.0,14.0,54.0,10.0,5.0
Provence-Alpes-Côte d'Azur,2018/04/25,23.0,20.0,18.0,60.0,10.0,4.0
Provence-Alpes-Côte d'Azur,2018/04/26,23.0,19.0,30.0,55.0,10.0,2.0
Provence-Alpes-Côte d'Azur,2018/04/27,21.0,19.0,13.0,69.0,10.0,3.0
Provence-Alpes-Côte d'Azur,2018/04/28,20.0,19.0,20.0,67.0,10.0,13.0
Provence-Alpes-Côte d'Azur,2018/04/29,20.0,18.0,42.0,69.0,10.0,23.0
Provence-Alpes-Côte d'Azur,2018/04/30,17.0,16.0,22.0,49.0,10.0,31.0
Île-de-France,2018/04/01,10.0,8.0,15.0,73.0,10.0,90.0
Île-de-France,2018/04/02,16.0,10.0,19.0,80.0,9.875,82.0
