region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Bourgogne-Franche-Comté,2012/01/01,12.0,9.5,20.5,97.0,10.0,88.5,513.5
Bourgogne-Franche-Comté,2012/01/02,9.0,6.5,24.5,96.5,8.9375,71.0,514.0
Bourgogne-Franche-Comté,2012/01/03,6.5,2.5,28.0,92.5,9.9375,59.5,515.0
Bourgogne-Franche-Comté,2012/01/04,7.5,4.5,17.5,94.0,9.5,61.0,516.5
Bourgogne-Franche-Comté,2012/01/05,7.5,3.5,47.0,100.0,8.5,77.5,518.0
Bourgogne-Franche-Comté,2012/01/06,4.0,2.5,20.0,94.5,9.125,49.5,519.0
Bourgogne-Franche-Comté,2012/01/07,5.0,2.0,17.0,84.0,8.875,65.0,520.0
Bourgogne-Franche-Comté,2012/01/08,6.0,4.5,19.5,96.5,7.875,85.0,521.0
Bourgogne-Franche-Comté,2012/01/09,4.5,3.0,17.0,88.0,8.0625,64.5,523.5
Bourgogne-Franche-Comté,2012/01/10,8.0,5.5,14.5,96.5,4.875,58.0,524.5
Bourgogne-Franche-Comté,2012/01/11,4.5,2.5,7.0,85.0,7.5,10.0,526.5
Bourgogne-Franche-Comté,2012/01/12,3.5,2.0,8.5,67.0,10.0,4.0,528.0
Bourgogne-Franche-Comté,2012/01/13,5.5,3.0,13.5,86.0,10.0,41.5,530.0
Bourgogne-Franche-Comté,2012/01/14,3.0,-0.5,30.0,76.0,10.0,2.5,532.0
Bourgogne-Franche-Comté,2012/01/15,1.5,-1.5,14.0,67.5,10.0,2.0,533.5
Bourgogne-Franche-Comté,2012/01/16,0.5,-3.0,11.0,52.0,10.0,1.5,535.5
Bourgogne-Franche-Comté,2012/01/17,1.0,-2.0,5.5,54.0,10.0,23.0,538.0
Bourgogne-Franche-Comté,2012/01/18,3.0,-1.0,11.0,59.0,10.0,22.0,539.5
Bourgogne-Franche-Comté,2012/01/19,6.0,2.5,24.5,95.0,8.6875,99.0,541.5
Bourgogne-Franche-Comté,2012/01/20,6.5,4.0,18.5,97.0,8.8125,91.5,544.0
Bourgogne-Franche-Comté,2012/01/21,8.5,5.0,28.0,97.5,8.1875,98.5,546.5
Bourgogne-Franche-Comté,2012/01/22,8.5,6.5,22.5,95.5,8.375,83.0,549.0
Bourgogne-Franche-Comté,2012/01/23,7.5,5.5,17.5,93.5,8.25,77.0,551.5
Bourgogne-Franche-Comté,2012/01/24,6.0,4.5,4.5,94.5,6.25,91.5,554.0
Bourgogne-Franche-Comté,2012/01/25,7.0,4.0,7.5,92.5,4.625,76.0,556.5
Bourgogne-Franche-Comté,2012/01/26,7.0,4.0,10.0,83.5,8.5,53.0,559.0
Bourgogne-Franche-Comté,2012/01/27,6.0,4.0,8.5,93.0,5.75,76.5,561.5
Bourgogne-Franche-Comté,2012/01/28,5.5,3.0,10.0,82.5,9.5,33.5,564.0
Bourgogne-Franche-Comté,2012/01/29,1.5,-1.0,24.0,80.5,9.1875,78.0,566.5
Bourgogne-Franche-Comté,2012/01/30,1.0,0.0,8.0,79.0,8.5,71.5,569.0
Bourgogne-Franche-Comté,2012/01/31,-0.5,-2.0,20.0,87.5,8.1875,64.5,571.5
Bourgogne-Franche-Comté,2012/02/01,-4.0,-6.5,26.0,89.5,9.5,31.0,575.0
Bourgogne-Franche-Comté,2012/02/02,-7.0,-8.5,26.0,82.5,9.625,54.5,577.5
Bourgogne-Franche-Comté,2012/02/03,-7.0,-10.5,31.5,62.5,10.0,6.0,580.0
Bourgogne-Franche-Comté,2012/02/04,-6.5,-10.0,33.5,64.0,10.0,0.0,583.0
Bourgogne-Franche-Comté,2012/02/05,-6.5,-11.0,15.5,60.0,10.0,24.5,586.0
Bourgogne-Franche-Comté,2012/02/06,-6.0,-10.0,17.0,59.0,10.0,18.0,589.0
Bourgogne-Franche-Comté,2012/02/07,-7.5,-10.5,31.5,54.5,10.0,17.0,592.0
Bourgogne-Franche-Comté,2012/02/08,-5.5,-10.0,14.0,73.5,10.0,24.5,595.0
Bourgogne-Franche-Comté,2012/02/09,-3.0,-7.5,18.5,62.5,10.0,23.5,597.5
Bourgogne-Franche-Comté,2012/02/10,-3.5,-6.5,36.5,72.5,10.0,4.5,601.0
Bourgogne-Franche-Comté,2012/02/11,-6.0,-9.5,27.0,69.5,10.0,5.0,603.5
Bourgogne-Franche-Comté,2012/02/12,-4.5,-9.5,20.0,61.5,10.0,5.5,607.0
Bourgogne-Franche-Comté,2012/02/13,-0.5,-7.0,7.0,54.0,9.375,51.5,609.5
Bourgogne-Franche-Comté,2012/02/14,3.0,-1.0,9.5,87.0,5.125,84.5,613.0
Bourgogne-Franche-Comté,2012/02/15,4.0,1.5,23.0,95.5,6.6875,92.0,616.5
Bourgogne-Franche-Comté,2012/02/16,4.5,3.0,17.5,91.5,7.6875,61.0,619.0
Bourgogne-Franche-Comté,2012/02/17,6.0,3.0,6.0,89.0,8.0,37.5,623.0
Bourgogne-Franche-Comté,2012/02/18,7.0,4.0,8.0,79.5,10.0,48.5,626.0
Bourgogne-Franche-Comté,2012/02/19,3.5,2.0,14.0,98.5,9.0625,58.0,629.0
Bourgogne-Franche-Comté,2012/02/20,3.5,0.5,24.5,77.0,9.0,11.0,632.0
Bourgogne-Franche-Comté,2012/02/21,3.5,-0.5,10.5,67.0,10.0,6.5,636.0
Bourgogne-Franche-Comté,2012/02/22,6.0,0.5,8.0,52.0,10.0,4.5,639.0
Bourgogne-Franche-Comté,2012/02/23,5.5,3.0,11.0,78.0,8.5,67.0,642.0
Bourgogne-Franche-Comté,2012/02/24,8.5,5.5,8.5,90.5,4.625,73.5,645.0
Bourgogne-Franche-Comté,2012/02/25,10.5,7.5,11.0,91.5,4.75,73.5,649.0
Bourgogne-Franche-Comté,2012/02/26,7.5,4.5,21.5,81.0,8.0625,24.5,652.0
Bourgogne-Franche-Comté,2012/02/27,8.0,3.5,14.5,81.0,10.0,11.0,656.0
Bourgogne-Franche-Comté,2012/02/28,10.5,5.5,11.0,67.0,10.0,7.5,658.0
Bourgogne-Franche-Comté,2012/02/29,12.5,6.5,17.5,82.0,9.0,10.5,662.0
Bourgogne-Franche-Comté,2012/03/01,13.5,8.0,4.5,81.5,8.0,4.5,665.0
Bourgogne-Franche-Comté,2012/03/02,16.0,10.0,4.0,78.0,8.5,6.5,669.0
Bourgogne-Franche-Comté,2012/03/03,13.5,9.5,14.0,79.5,9.5,13.0,672.0
Bourgogne-Franche-Comté,2012/03/04,11.5,7.5,7.0,82.5,6.625,56.5,676.0
Bourgogne-Franche-Comté,2012/03/05,6.5,2.5,21.5,81.5,9.25,59.0,679.0
Bourgogne-Franche-Comté,2012/03/06,6.5,4.0,11.0,80.5,6.875,44.0,683.0
Bourgogne-Franche-Comté,2012/03/07,7.0,5.0,16.5,66.5,9.3125,40.0,686.0
Bourgogne-Franche-Comté,2012/03/08,6.5,3.5,19.0,82.5,9.25,47.0,689.5
Bourgogne-Franche-Comté,2012/03/09,8.5,4.5,19.0,67.0,8.5,8.0,693.0
Bourgogne-Franche-Comté,2012/03/10,10.5,6.0,21.5,61.5,10.0,16.0,696.5
Bourgogne-Franche-Comté,2012/03/11,11.5,8.5,33.0,81.5,10.0,31.5,700.0
Bourgogne-Franche-Comté,2012/03/12,13.5,8.5,27.5,75.5,10.0,6.5,703.0
Bourgogne-Franche-Comté,2012/03/13,15.0,8.5,19.0,75.0,10.0,2.5,707.0
Bourgogne-Franche-Comté,2012/03/14,15.0,8.0,11.0,73.5,9.0,6.5,710.0
Bourgogne-Franche-Comté,2012/03/15,17.5,10.5,5.0,60.0,10.0,1.5,714.0
Bourgogne-Franche-Comté,2012/03/16,18.0,12.5,14.0,64.5,10.0,0.0,717.0
Bourgogne-Franche-Comté,2012/03/17,15.0,10.5,22.5,62.5,9.9375,36.5,721.0
Bourgogne-Franche-Comté,2012/03/18,9.0,5.0,17.5,96.5,6.1875,79.0,724.0
Bourgogne-Franche-Comté,2012/03/19,8.0,6.0,13.5,87.5,4.6875,74.0,727.0
Bourgogne-Franche-Comté,2012/03/20,10.5,6.0,11.0,75.5,9.5,22.0,731.0
Bourgogne-Franche-Comté,2012/03/21,14.5,8.0,14.0,72.0,10.0,13.0,734.0
Bourgogne-Franche-Comté,2012/03/22,16.5,11.5,6.0,73.0,9.0,17.0,738.0
Bourgogne-Franche-Comté,2012/03/23,17.5,14.5,10.5,72.5,9.9375,14.5,741.0
Bourgogne-Franche-Comté,2012/03/24,17.5,12.5,13.0,72.5,10.0,8.0,745.0
Bourgogne-Franche-Comté,2012/03/25,16.5,13.0,21.5,69.5,10.0,6.0,748.0
Bourgogne-Franche-Comté,2012/03/26,16.5,12.0,18.0,64.0,10.0,9.5,751.0
Bourgogne-Franche-Comté,2012/03/27,16.5,12.0,18.5,67.5,10.0,6.0,755.0
Bourgogne-Franche-Comté,2012/03/28,17.5,12.5,11.0,65.5,10.0,1.0,758.0
Bourgogne-Franche-Comté,2012/03/29,17.0,13.0,17.0,66.0,10.0,5.0,762.0
Bourgogne-Franche-Comté,2012/03/30,15.0,11.0,20.0,70.0,9.0,23.0,765.0
Bourgogne-Franche-Comté,2012/03/31,15.5,11.0,12.5,79.0,5.875,42.0,769.0
Bourgogne-Franche-Comté,2012/04/01,11.0,7.0,19.5,69.0,9.5,16.0,772.0
Bourgogne-Franche-Comté,2012/04/02,15.0,9.5,10.5,58.5,10.0,4.5,775.0
Bourgogne-Franche-Comté,2012/04/03,16.5,13.5,18.0,82.5,8.1875,59.0,779.0
Bourgogne-Franche-Comté,2012/04/04,12.5,8.5,9.5,86.5,7.5625,68.0,782.0
Bourgogne-Franche-Comté,2012/04/05,14.5,10.5,8.0,81.5,5.875,52.0,786.0
Bourgogne-Franche-Comté,2012/04/06,13.5,10.0,12.5,81.0,7.625,39.5,789.0
Bourgogne-Franche-Comté,2012/04/07,11.5,9.0,16.5,70.0,7.9375,37.0,791.5
Bourgogne-Franche-Comté,2012/04/08,7.5,5.5,13.5,60.5,9.5,46.5,795.5
Bourgogne-Franche-Comté,2012/04/09,12.0,4.5,17.0,89.0,9.875,70.5,798.5
Bourgogne-Franche-Comté,2012/04/10,12.0,9.0,29.0,92.5,9.5,55.5,802.0
Bourgogne-Franche-Comté,2012/04/11,9.5,7.0,13.5,85.0,8.25,73.0,805.0
Bourgogne-Franche-Comté,2012/04/12,10.5,8.0,13.0,84.5,6.0,62.5,808.0
Bourgogne-Franche-Comté,2012/04/13,11.5,9.5,11.5,67.5,6.875,13.0,812.0
Bourgogne-Franche-Comté,2012/04/14,9.5,8.5,21.0,82.0,8.0625,69.0,815.0
Bourgogne-Franche-Comté,2012/04/15,8.0,4.5,32.5,97.5,8.375,94.5,818.5
Bourgogne-Franche-Comté,2012/04/16,6.0,2.0,29.5,93.0,8.125,73.5,821.5
Bourgogne-Franche-Comté,2012/04/17,10.0,7.0,16.5,63.0,8.9375,36.5,824.5
Bourgogne-Franche-Comté,2012/04/18,11.0,8.0,26.0,76.0,8.25,67.0,828.0
Bourgogne-Franche-Comté,2012/04/19,10.0,8.0,19.0,84.5,6.875,82.5,831.0
Bourgogne-Franche-Comté,2012/04/20,9.5,7.0,21.5,83.0,7.8125,58.5,835.0
Bourgogne-Franche-Comté,2012/04/21,10.0,7.5,29.5,97.0,8.25,75.0,837.5
Bourgogne-Franche-Comté,2012/04/22,9.5,6.5,18.0,91.5,6.125,73.5,840.0
Bourgogne-Franche-Comté,2012/04/23,12.0,7.0,26.5,90.5,8.875,71.0,844.0
Bourgogne-Franche-Comté,2012/04/24,8.5,7.0,29.0,96.5,7.6875,83.5,847.0
Bourgogne-Franche-Comté,2012/04/25,13.5,10.5,36.5,79.0,10.0,65.5,850.5
Bourgogne-Franche-Comté,2012/04/26,15.0,10.5,20.5,84.0,6.5,67.0,853.0
Bourgogne-Franche-Comté,2012/04/27,15.0,14.0,7.0,89.0,5.8125,58.0,856.0
Bourgogne-Franche-Comté,2012/04/28,22.0,19.0,12.5,81.0,8.4375,60.0,860.0
Bourgogne-Franche-Comté,2012/04/29,17.5,11.5,28.5,93.0,9.8125,31.0,862.0
Bourgogne-Franche-Comté,2012/04/30,16.5,15.0,14.0,78.5,7.5625,47.0,865.0
Bourgogne-Franche-Comté,2012/05/01,15.0,13.0,7.0,79.5,6.875,63.5,868.5
Bourgogne-Franche-Comté,2012/05/02,12.5,9.5,16.5,98.5,6.375,69.5,871.0
Bourgogne-Franche-Comté,2012/05/03,17.5,14.0,7.0,77.5,9.0,5.0,874.0
Bourgogne-Franche-Comté,2012/05/04,19.0,16.5,11.0,78.0,9.0625,34.0,877.0
Bourgogne-Franche-Comté,2012/05/05,15.5,13.5,15.0,91.0,8.1875,80.5,880.0
Bourgogne-Franche-Comté,2012/05/06,13.0,11.0,17.5,86.5,6.3125,76.5,882.0
Bourgogne-Franche-Comté,2012/05/07,14.5,11.5,11.5,84.5,5.6875,53.5,886.0
Bourgogne-Franche-Comté,2012/05/08,16.0,13.0,20.0,96.5,8.3125,48.5,888.0
Bourgogne-Franche-Comté,2012/05/09,20.0,16.0,17.0,89.0,8.125,56.5,891.0
Bourgogne-Franche-Comté,2012/05/10,25.0,20.0,13.0,78.0,6.625,26.5,894.0
Bourgogne-Franche-Comté,2012/05/11,25.0,21.5,13.0,78.0,7.625,26.0,896.5
Bourgogne-Franche-Comté,2012/05/12,14.5,11.0,18.5,88.0,9.1875,47.0,899.0
Bourgogne-Franche-Comté,2012/05/13,13.5,11.0,20.5,68.0,9.0,5.0,901.0
Bourgogne-Franche-Comté,2012/05/14,15.5,12.0,13.0,67.0,9.0,16.5,904.5
Bourgogne-Franche-Comté,2012/05/15,12.0,10.0,24.5,90.0,7.0,51.0,907.0
Bourgogne-Franche-Comté,2012/05/16,10.5,7.0,13.0,84.0,7.3125,46.5,909.0
Bourgogne-Franche-Comté,2012/05/17,15.0,10.0,14.0,73.0,8.5,22.0,911.0
Bourgogne-Franche-Comté,2012/05/18,15.5,13.5,20.0,91.0,7.875,57.0,913.5
Bourgogne-Franche-Comté,2012/05/19,18.5,16.5,9.0,88.5,7.5625,32.5,916.5
Bourgogne-Franche-Comté,2012/05/20,19.5,17.5,11.5,83.5,7.125,39.5,918.5
Bourgogne-Franche-Comté,2012/05/21,13.5,11.5,13.0,97.0,5.0,94.5,920.5
Bourgogne-Franche-Comté,2012/05/22,14.5,12.0,14.0,94.0,6.0,83.5,922.5
Bourgogne-Franche-Comté,2012/05/23,18.5,15.5,8.0,92.5,5.6875,78.5,924.5
Bourgogne-Franche-Comté,2012/05/24,23.5,20.5,15.0,85.5,4.6875,45.5,926.5
Bourgogne-Franche-Comté,2012/05/25,22.0,20.0,19.0,80.0,7.625,23.0,929.0
Bourgogne-Franche-Comté,2012/05/26,22.0,19.5,14.5,80.0,7.8125,9.0,930.5
Bourgogne-Franche-Comté,2012/05/27,21.5,19.0,8.0,78.0,8.4375,7.5,932.5
Bourgogne-Franche-Comté,2012/05/28,21.5,19.0,9.5,75.5,8.4375,7.0,934.5
Bourgogne-Franche-Comté,2012/05/29,21.5,19.5,13.5,79.0,6.75,16.0,936.0
Bourgogne-Franche-Comté,2012/05/30,23.0,21.0,9.5,82.5,8.4375,23.5,938.0
Bourgogne-Franche-Comté,2012/05/31,21.0,19.5,13.0,81.0,7.625,32.5,939.5
Bourgogne-Franche-Comté,2012/06/01,20.5,18.5,6.5,79.5,6.25,68.5,941.5
Bourgogne-Franche-Comté,2012/06/02,23.5,20.0,5.0,81.0,6.0,38.5,942.5
Bourgogne-Franche-Comté,2012/06/03,17.5,15.0,22.0,98.0,6.5,72.0,944.0
Bourgogne-Franche-Comté,2012/06/04,16.0,13.5,19.5,88.5,8.625,67.0,945.5
Bourgogne-Franche-Comté,2012/06/05,17.0,11.5,7.5,81.5,6.5,63.0,947.0
Bourgogne-Franche-Comté,2012/06/06,17.0,14.5,17.5,98.0,7.5,75.0,947.5
Bourgogne-Franche-Comté,2012/06/07,23.5,20.0,24.0,85.5,6.0,74.0,948.5
Bourgogne-Franche-Comté,2012/06/08,17.5,15.0,17.5,86.0,7.5625,53.5,950.0
Bourgogne-Franche-Comté,2012/06/09,16.5,14.0,12.5,74.0,5.625,63.5,951.0
Bourgogne-Franche-Comté,2012/06/10,17.0,15.0,10.5,88.5,6.8125,68.5,951.5
Bourgogne-Franche-Comté,2012/06/11,16.5,14.5,17.5,91.0,7.4375,75.5,953.0
Bourgogne-Franche-Comté,2012/06/12,14.0,12.0,16.0,93.5,6.375,85.5,953.5
Bourgogne-Franche-Comté,2012/06/13,14.5,12.0,15.5,94.0,6.125,80.0,954.0
Bourgogne-Franche-Comté,2012/06/14,20.0,17.0,3.5,76.0,7.125,39.0,954.5
Bourgogne-Franche-Comté,2012/06/15,22.0,18.5,16.0,80.5,6.6875,35.5,955.0
Bourgogne-Franche-Comté,2012/06/16,23.5,21.0,15.5,79.0,8.1875,22.5,955.0
Bourgogne-Franche-Comté,2012/06/17,22.0,17.0,6.0,82.0,6.3125,54.5,956.0
Bourgogne-Franche-Comté,2012/06/18,22.0,18.0,17.0,84.0,5.6875,61.0,956.0
Bourgogne-Franche-Comté,2012/06/19,23.5,19.0,7.0,92.5,5.8125,72.5,956.0
Bourgogne-Franche-Comté,2012/06/20,20.5,18.0,9.5,95.0,5.1875,75.5,956.5
Bourgogne-Franche-Comté,2012/06/21,25.0,22.5,12.0,88.0,6.4375,51.5,956.5
Bourgogne-Franche-Comté,2012/06/22,18.5,15.5,15.0,72.0,5.375,42.5,956.5
Bourgogne-Franche-Comté,2012/06/23,20.0,18.0,8.5,75.0,6.625,35.0,956.0
Bourgogne-Franche-Comté,2012/06/24,21.0,19.0,18.5,77.5,6.9375,44.0,956.0
Bourgogne-Franche-Comté,2012/06/25,19.0,16.0,14.5,96.0,5.875,79.0,955.5
Bourgogne-Franche-Comté,2012/06/26,21.5,16.0,8.0,97.5,6.125,80.0,955.0
Bourgogne-Franche-Comté,2012/06/27,25.0,22.0,6.5,82.5,5.125,51.0,954.5
Bourgogne-Franche-Comté,2012/06/28,28.0,25.0,18.5,78.0,7.125,36.0,954.0
Bourgogne-Franche-Comté,2012/06/29,27.0,24.5,14.0,77.0,7.25,28.5,953.5
Bourgogne-Franche-Comté,2012/06/30,25.0,22.0,9.0,85.5,7.4375,59.0,952.5
Bourgogne-Franche-Comté,2012/07/01,18.0,15.0,9.5,98.5,4.8125,74.0,952.0
Bourgogne-Franche-Comté,2012/07/02,19.5,15.5,9.0,95.0,7.3125,78.0,951.0
Bourgogne-Franche-Comté,2012/07/03,22.5,19.5,4.0,80.5,7.0625,34.0,950.0
Bourgogne-Franche-Comté,2012/07/04,24.0,22.0,4.0,78.0,7.75,34.5,949.0
Bourgogne-Franche-Comté,2012/07/05,21.5,17.5,14.5,81.0,9.375,48.0,947.5
Bourgogne-Franche-Comté,2012/07/06,19.5,17.0,9.0,79.5,7.5,47.5,946.5
Bourgogne-Franche-Comté,2012/07/07,22.0,19.0,11.5,74.5,6.0,18.5,945.0
Bourgogne-Franche-Comté,2012/07/08,20.5,17.5,21.5,86.0,6.875,45.0,943.5
Bourgogne-Franche-Comté,2012/07/09,21.5,19.0,10.0,79.5,5.4375,39.0,942.5
Bourgogne-Franche-Comté,2012/07/10,20.5,14.5,13.0,86.5,6.875,64.5,941.0
Bourgogne-Franche-Comté,2012/07/11,18.0,15.5,21.0,76.5,6.75,58.0,939.5
Bourgogne-Franche-Comté,2012/07/12,18.0,14.0,18.0,85.0,5.3125,64.0,938.0
Bourgogne-Franche-Comté,2012/07/13,19.5,17.0,21.0,88.0,8.375,72.5,936.5
Bourgogne-Franche-Comté,2012/07/14,18.5,15.0,22.5,80.5,9.6875,44.5,934.5
Bourgogne-Franche-Comté,2012/07/15,16.5,14.5,18.5,90.0,7.75,55.5,933.0
Bourgogne-Franche-Comté,2012/07/16,19.0,16.0,10.0,76.5,6.25,31.5,931.0
Bourgogne-Franche-Comté,2012/07/17,20.0,18.0,15.5,77.0,5.25,53.0,929.0
Bourgogne-Franche-Comté,2012/07/18,25.0,21.0,15.0,76.5,6.4375,34.0,927.0
Bourgogne-Franche-Comté,2012/07/19,20.0,18.5,19.5,79.0,7.125,52.0,924.5
Bourgogne-Franche-Comté,2012/07/20,18.0,15.0,5.5,94.0,6.75,71.0,922.5
Bourgogne-Franche-Comté,2012/07/21,18.5,15.5,11.0,83.5,5.625,48.0,920.5
Bourgogne-Franche-Comté,2012/07/22,18.5,16.0,18.0,73.5,7.125,24.5,918.0
Bourgogne-Franche-Comté,2012/07/23,21.0,16.5,18.5,67.5,8.875,7.5,916.0
Bourgogne-Franche-Comté,2012/07/24,25.5,22.0,5.5,75.5,7.75,18.0,914.0
Bourgogne-Franche-Comté,2012/07/25,27.0,24.5,8.5,73.0,9.5,6.0,912.0
Bourgogne-Franche-Comté,2012/07/26,28.5,25.5,7.0,73.5,10.0,5.0,909.0
Bourgogne-Franche-Comté,2012/07/27,29.5,26.0,13.0,69.5,9.8125,7.0,906.0
Bourgogne-Franche-Comté,2012/07/28,23.5,18.5,15.5,91.0,7.375,46.5,904.0
Bourgogne-Franche-Comté,2012/07/29,16.0,13.0,9.5,97.0,1.5,74.0,902.0
Bourgogne-Franche-Comté,2012/07/30,19.0,14.5,10.0,73.5,7.3125,44.0,899.0
Bourgogne-Franche-Comté,2012/07/31,23.0,19.5,9.5,78.0,8.0,25.0,896.5
Bourgogne-Franche-Comté,2012/08/01,28.0,23.0,11.5,74.5,7.75,4.0,894.0
Bourgogne-Franche-Comté,2012/08/02,22.5,19.5,9.0,80.5,6.25,63.0,891.0
Bourgogne-Franche-Comté,2012/08/03,22.5,20.0,9.0,74.5,7.5,39.0,888.5
Bourgogne-Franche-Comté,2012/08/04,24.0,22.0,6.0,73.0,8.25,31.0,885.5
Bourgogne-Franche-Comté,2012/08/05,23.0,19.0,10.5,83.5,6.3125,65.0,883.0
Bourgogne-Franche-Comté,2012/08/06,19.0,17.5,16.0,78.0,5.625,61.5,880.5
Bourgogne-Franche-Comté,2012/08/07,20.0,16.5,13.0,82.0,5.6875,54.5,877.5
Bourgogne-Franche-Comté,2012/08/08,22.5,20.0,14.0,77.5,8.75,63.5,874.5
Bourgogne-Franche-Comté,2012/08/09,23.5,20.0,11.5,74.0,6.875,13.5,872.0
Bourgogne-Franche-Comté,2012/08/10,23.5,20.0,12.0,78.5,5.875,36.0,868.5
Bourgogne-Franche-Comté,2012/08/11,23.0,19.5,9.0,76.5,6.125,26.5,866.0
Bourgogne-Franche-Comté,2012/08/12,22.0,20.0,13.5,85.5,6.9375,54.0,863.0
Bourgogne-Franche-Comté,2012/08/13,24.5,21.5,6.5,77.5,6.0,42.5,860.0
Bourgogne-Franche-Comté,2012/08/14,26.0,23.0,3.5,72.5,7.8125,31.5,857.0
Bourgogne-Franche-Comté,2012/08/15,28.5,24.0,19.0,71.5,8.0625,21.5,854.0
Bourgogne-Franche-Comté,2012/08/16,22.5,19.0,5.5,76.0,7.1875,24.0,851.0
Bourgogne-Franche-Comté,2012/08/17,25.5,22.0,5.5,75.0,7.5,7.0,848.0
Bourgogne-Franche-Comté,2012/08/18,30.0,24.5,7.0,68.0,9.0,0.5,845.0
Bourgogne-Franche-Comté,2012/08/19,31.5,26.0,9.5,63.0,10.0,2.0,842.0
Bourgogne-Franche-Comté,2012/08/20,29.5,27.5,7.0,75.0,9.0,13.5,838.5
Bourgogne-Franche-Comté,2012/08/21,30.5,26.0,7.0,68.0,9.8125,12.5,835.5
Bourgogne-Franche-Comté,2012/08/22,25.0,20.0,8.5,91.0,7.125,45.5,833.0
Bourgogne-Franche-Comté,2012/08/23,26.0,21.0,4.5,83.0,7.0625,34.0,829.5
Bourgogne-Franche-Comté,2012/08/24,22.5,20.0,16.0,92.5,5.8125,66.5,826.0
Bourgogne-Franche-Comté,2012/08/25,21.0,19.0,19.0,81.5,6.1875,59.0,823.0
Bourgogne-Franche-Comté,2012/08/26,18.5,13.5,15.0,85.0,9.4375,41.5,819.5
Bourgogne-Franche-Comté,2012/08/27,22.5,18.0,7.5,73.0,7.0,12.0,816.0
Bourgogne-Franche-Comté,2012/08/28,23.5,20.0,13.0,72.5,10.0,17.0,813.0
Bourgogne-Franche-Comté,2012/08/29,25.0,21.0,10.0,76.5,9.5625,18.5,809.5
Bourgogne-Franche-Comté,2012/08/30,19.5,16.5,16.0,87.5,6.4375,63.0,806.5
Bourgogne-Franche-Comté,2012/08/31,14.0,11.5,18.0,90.0,6.625,76.5,804.0
Bourgogne-Franche-Comté,2012/09/01,15.0,10.0,21.5,86.5,8.1875,64.0,801.0
Bourgogne-Franche-Comté,2012/09/02,18.5,14.5,13.0,81.0,6.0625,56.0,797.5
Bourgogne-Franche-Comté,2012/09/03,20.5,17.0,21.5,81.5,7.0,50.0,794.0
Bourgogne-Franche-Comté,2012/09/04,22.5,18.5,18.0,81.0,7.5,47.0,791.0
Bourgogne-Franche-Comté,2012/09/05,22.5,19.0,13.5,78.0,7.75,25.0,787.5
Bourgogne-Franche-Comté,2012/09/06,21.5,17.5,14.5,68.5,8.875,16.5,784.0
Bourgogne-Franche-Comté,2012/09/07,23.0,18.5,7.0,65.0,7.5,4.0,781.0
Bourgogne-Franche-Comté,2012/09/08,25.0,20.0,4.5,60.0,10.0,1.0,778.0
Bourgogne-Franche-Comté,2012/09/09,26.5,22.5,14.5,59.0,10.0,8.5,773.5
Bourgogne-Franche-Comté,2012/09/10,26.5,22.0,9.0,62.5,10.0,19.5,770.0
Bourgogne-Franche-Comté,2012/09/11,22.5,20.5,18.0,76.0,9.5,33.5,767.0
Bourgogne-Franche-Comté,2012/09/12,16.5,11.5,7.5,85.0,8.8125,74.0,763.5
Bourgogne-Franche-Comté,2012/09/13,16.0,11.5,9.0,91.0,5.1875,59.5,760.0
Bourgogne-Franche-Comté,2012/09/14,18.5,15.0,7.5,69.0,5.75,41.0,757.0
Bourgogne-Franche-Comté,2012/09/15,18.5,15.0,7.5,78.0,7.25,30.5,753.5
Bourgogne-Franche-Comté,2012/09/16,21.0,16.5,7.5,69.5,7.5,9.0,750.0
Bourgogne-Franche-Comté,2012/09/17,22.5,19.0,6.5,66.5,10.0,20.5,747.0
Bourgogne-Franche-Comté,2012/09/18,22.5,19.0,15.5,64.0,8.6875,43.5,744.0
Bourgogne-Franche-Comté,2012/09/19,15.0,11.5,11.0,81.5,6.375,44.5,740.0
Bourgogne-Franche-Comté,2012/09/20,16.5,13.0,8.0,58.5,10.0,31.0,737.0
Bourgogne-Franche-Comté,2012/09/21,22.5,17.0,20.5,70.5,9.625,32.5,734.0
Bourgogne-Franche-Comté,2012/09/22,15.5,13.5,7.0,96.0,5.5625,80.0,730.0
Bourgogne-Franche-Comté,2012/09/23,23.0,18.0,16.5,75.5,6.625,31.0,727.0
Bourgogne-Franche-Comté,2012/09/24,18.0,16.5,32.5,90.0,9.625,52.5,724.0
Bourgogne-Franche-Comté,2012/09/25,15.5,13.5,19.0,93.5,7.6875,62.0,720.0
Bourgogne-Franche-Comté,2012/09/26,12.5,7.5,11.5,97.0,5.6875,88.0,717.0
Bourgogne-Franche-Comté,2012/09/27,15.0,13.0,30.5,84.0,7.5625,53.0,714.0
Bourgogne-Franche-Comté,2012/09/28,17.0,14.0,5.5,80.5,6.625,24.0,710.0
Bourgogne-Franche-Comté,2012/09/29,15.5,13.0,6.5,78.0,8.5,27.5,707.0
Bourgogne-Franche-Comté,2012/09/30,15.0,11.5,9.5,79.5,7.75,42.0,703.0
Bourgogne-Franche-Comté,2012/10/01,16.5,14.0,9.5,75.5,7.0,30.0,700.0
Bourgogne-Franche-Comté,2012/10/02,17.0,13.0,11.0,71.5,8.5,23.5,697.0
